tenure_months,sessions_30d,support_tickets_30d,monthly_price,auto_renew,customer_id,as_of,outcome_available_at,extracted_at,cancellation_confirmed_after_30d,churn_next_30d
25,14.0,0,29.0,1,synthetic-00295,2021-10-23,2021-11-22,2024-04-29,0,0
41,16.0,2,19.0,1,synthetic-00296,2021-10-24,2021-11-23,2024-04-29,0,0
22,13.0,0,19.0,1,synthetic-00297,2021-10-25,2021-11-24,2024-04-29,1,1
14,12.0,1,29.0,1,synthetic-00298,2021-10-26,2021-11-25,2024-04-29,0,0
2,7.0,0,29.0,1,synthetic-00299,2021-10-27,2021-11-26,2024-04-29,0,0
18,17.0,1,29.0,0,synthetic-00300,2021-10-28,2021-11-27,2024-04-29,1,1
40,20.0,1,19.0,0,synthetic-00301,2021-10-29,2021-11-28,2024-04-29,0,0
1,10.0,0,29.0,1,synthetic-00302,2021-10-30,2021-11-29,2024-04-29,0,0
44,10.0,0,19.0,1,synthetic-00303,2021-10-31,2021-11-30,2024-04-29,0,0
27,9.0,0,19.0,1,synthetic-00304,2021-11-01,2021-12-01,2024-04-29,0,0
7,9.0,0,19.0,1,synthetic-00305,2021-11-02,2021-12-02,2024-04-29,0,0
15,19.0,2,29.0,1,synthetic-00306,2021-11-03,2021-12-03,2024-04-29,1,1
27,15.0,1,29.0,0,synthetic-00307,2021-11-04,2021-12-04,2024-04-29,0,0
16,17.0,2,9.0,0,synthetic-00308,2021-11-05,2021-12-05,2024-04-29,0,0
6,11.0,1,29.0,1,synthetic-00309,2021-11-06,2021-12-06,2024-04-29,1,1
32,10.0,0,9.0,0,synthetic-00310,2021-11-07,2021-12-07,2024-04-29,0,0
33,21.0,2,19.0,1,synthetic-00311,2021-11-08,2021-12-08,2024-04-29,0,0
6,16.0,0,29.0,1,synthetic-00312,2021-11-09,2021-12-09,2024-04-29,0,0
14,9.0,1,19.0,1,synthetic-00313,2021-11-10,2021-12-10,2024-04-29,0,0
12,15.0,1,9.0,1,synthetic-00314,2021-11-11,2021-12-11,2024-04-29,0,0
32,12.0,0,19.0,0,synthetic-00315,2021-11-12,2021-12-12,2024-04-29,0,0
36,16.0,4,19.0,1,synthetic-00316,2021-11-13,2021-12-13,2024-04-29,0,0
35,,1,19.0,0,synthetic-00317,2021-11-14,2021-12-14,2024-04-29,0,0
46,8.0,1,9.0,1,synthetic-00318,2021-11-15,2021-12-15,2024-04-29,0,0
37,13.0,2,19.0,0,synthetic-00319,2021-11-16,2021-12-16,2024-04-29,0,0
16,13.0,2,9.0,1,synthetic-00320,2021-11-17,2021-12-17,2024-04-29,0,0
6,12.0,0,19.0,1,synthetic-00321,2021-11-18,2021-12-18,2024-04-29,1,1
30,14.0,0,29.0,1,synthetic-00322,2021-11-19,2021-12-19,2024-04-29,0,0
44,15.0,2,29.0,0,synthetic-00323,2021-11-20,2021-12-20,2024-04-29,0,0
47,19.0,1,19.0,1,synthetic-00324,2021-11-21,2021-12-21,2024-04-29,0,0
12,15.0,1,29.0,1,synthetic-00325,2021-11-22,2021-12-22,2024-04-29,0,0
12,12.0,2,9.0,0,synthetic-00326,2021-11-23,2021-12-23,2024-04-29,0,0
2,,0,29.0,1,synthetic-00327,2021-11-24,2021-12-24,2024-04-29,1,1
7,11.0,3,19.0,1,synthetic-00328,2021-11-25,2021-12-25,2024-04-29,0,0
27,12.0,1,29.0,1,synthetic-00329,2021-11-26,2021-12-26,2024-04-29,0,0
27,17.0,1,29.0,1,synthetic-00330,2021-11-27,2021-12-27,2024-04-29,0,0
18,16.0,1,19.0,1,synthetic-00331,2021-11-28,2021-12-28,2024-04-29,0,0
15,,1,19.0,1,synthetic-00332,2021-11-29,2021-12-29,2024-04-29,0,0
40,,3,29.0,1,synthetic-00333,2021-11-30,2021-12-30,2024-04-29,1,1
23,15.0,0,9.0,1,synthetic-00334,2021-12-01,2021-12-31,2024-04-29,0,0
39,19.0,1,9.0,1,synthetic-00335,2021-12-02,2022-01-01,2024-04-29,0,0
47,9.0,3,19.0,0,synthetic-00336,2021-12-03,2022-01-02,2024-04-29,1,1
16,11.0,2,19.0,1,synthetic-00337,2021-12-04,2022-01-03,2024-04-29,1,1
10,18.0,0,29.0,1,synthetic-00338,2021-12-05,2022-01-04,2024-04-29,0,0
46,15.0,1,9.0,1,synthetic-00339,2021-12-06,2022-01-05,2024-04-29,0,0
31,11.0,0,19.0,0,synthetic-00340,2021-12-07,2022-01-06,2024-04-29,0,0
14,9.0,1,9.0,1,synthetic-00341,2021-12-08,2022-01-07,2024-04-29,0,0
30,11.0,2,9.0,1,synthetic-00342,2021-12-09,2022-01-08,2024-04-29,0,0
25,14.0,0,29.0,0,synthetic-00343,2021-12-10,2022-01-09,2024-04-29,1,1
44,6.0,0,29.0,1,synthetic-00344,2021-12-11,2022-01-10,2024-04-29,0,0
13,16.0,1,29.0,0,synthetic-00345,2021-12-12,2022-01-11,2024-04-29,0,0
48,17.0,1,9.0,0,synthetic-00346,2021-12-13,2022-01-12,2024-04-29,0,0
45,17.0,0,19.0,0,synthetic-00347,2021-12-14,2022-01-13,2024-04-29,0,0
9,12.0,0,29.0,1,synthetic-00348,2021-12-15,2022-01-14,2024-04-29,0,0
8,13.0,2,9.0,1,synthetic-00349,2021-12-16,2022-01-15,2024-04-29,0,0
26,10.0,3,29.0,1,synthetic-00350,2021-12-17,2022-01-16,2024-04-29,1,1
3,11.0,0,29.0,0,synthetic-00351,2021-12-18,2022-01-17,2024-04-29,0,0
15,8.0,2,19.0,0,synthetic-00352,2021-12-19,2022-01-18,2024-04-29,0,0
21,11.0,2,19.0,0,synthetic-00353,2021-12-20,2022-01-19,2024-04-29,1,1
47,10.0,0,9.0,1,synthetic-00354,2021-12-21,2022-01-20,2024-04-29,0,0
48,20.0,2,29.0,0,synthetic-00355,2021-12-22,2022-01-21,2024-04-29,1,1
8,17.0,1,29.0,1,synthetic-00356,2021-12-23,2022-01-22,2024-04-29,0,0
43,7.0,0,29.0,0,synthetic-00357,2021-12-24,2022-01-23,2024-04-29,0,0
5,13.0,2,29.0,1,synthetic-00358,2021-12-25,2022-01-24,2024-04-29,1,1
36,12.0,1,19.0,1,synthetic-00359,2021-12-26,2022-01-25,2024-04-29,0,0
41,14.0,0,29.0,1,synthetic-00360,2021-12-27,2022-01-26,2024-04-29,0,0
43,8.0,1,9.0,0,synthetic-00361,2021-12-28,2022-01-27,2024-04-29,0,0
11,18.0,0,29.0,1,synthetic-00362,2021-12-29,2022-01-28,2024-04-29,0,0
43,12.0,1,9.0,1,synthetic-00363,2021-12-30,2022-01-29,2024-04-29,0,0
6,11.0,1,19.0,1,synthetic-00364,2021-12-31,2022-01-30,2024-04-29,0,0
25,11.0,3,9.0,1,synthetic-00365,2022-01-01,2022-01-31,2024-04-29,0,0
23,9.0,2,9.0,0,synthetic-00366,2022-01-02,2022-02-01,2024-04-29,0,0
16,21.0,1,19.0,1,synthetic-00367,2022-01-03,2022-02-02,2024-04-29,0,0
2,17.0,0,19.0,1,synthetic-00368,2022-01-04,2022-02-03,2024-04-29,0,0
38,9.0,2,9.0,0,synthetic-00369,2022-01-05,2022-02-04,2024-04-29,0,0
17,17.0,2,29.0,1,synthetic-00370,2022-01-06,2022-02-05,2024-04-29,0,0
32,19.0,1,9.0,1,synthetic-00371,2022-01-07,2022-02-06,2024-04-29,0,0
20,15.0,2,29.0,1,synthetic-00372,2022-01-08,2022-02-07,2024-04-29,0,0
18,10.0,1,9.0,1,synthetic-00373,2022-01-09,2022-02-08,2024-04-29,0,0
43,23.0,1,19.0,1,synthetic-00374,2022-01-10,2022-02-09,2024-04-29,0,0
5,12.0,5,9.0,1,synthetic-00375,2022-01-11,2022-02-10,2024-04-29,1,1
36,10.0,3,29.0,1,synthetic-00376,2022-01-12,2022-02-11,2024-04-29,1,1
36,16.0,0,29.0,0,synthetic-00377,2022-01-13,2022-02-12,2024-04-29,0,0
19,17.0,2,9.0,0,synthetic-00378,2022-01-14,2022-02-13,2024-04-29,0,0
13,10.0,0,9.0,0,synthetic-00379,2022-01-15,2022-02-14,2024-04-29,1,1
1,17.0,2,19.0,1,synthetic-00380,2022-01-16,2022-02-15,2024-04-29,0,0
45,12.0,1,29.0,1,synthetic-00381,2022-01-17,2022-02-16,2024-04-29,0,0
46,12.0,4,9.0,0,synthetic-00382,2022-01-18,2022-02-17,2024-04-29,0,0
12,9.0,2,9.0,0,synthetic-00383,2022-01-19,2022-02-18,2024-04-29,1,1
2,13.0,0,19.0,1,synthetic-00384,2022-01-20,2022-02-19,2024-04-29,0,0
6,15.0,2,9.0,1,synthetic-00385,2022-01-21,2022-02-20,2024-04-29,0,0
4,12.0,2,9.0,1,synthetic-00386,2022-01-22,2022-02-21,2024-04-29,0,0
40,10.0,1,9.0,1,synthetic-00387,2022-01-23,2022-02-22,2024-04-29,1,1
43,16.0,1,19.0,1,synthetic-00388,2022-01-24,2022-02-23,2024-04-29,0,0
8,13.0,1,29.0,1,synthetic-00389,2022-01-25,2022-02-24,2024-04-29,0,0
36,9.0,3,19.0,0,synthetic-00390,2022-01-26,2022-02-25,2024-04-29,1,1
9,11.0,2,9.0,1,synthetic-00391,2022-01-27,2022-02-26,2024-04-29,1,1
18,10.0,0,19.0,1,synthetic-00392,2022-01-28,2022-02-27,2024-04-29,0,0
29,10.0,0,19.0,1,synthetic-00393,2022-01-29,2022-02-28,2024-04-29,0,0
35,20.0,1,9.0,0,synthetic-00394,2022-01-30,2022-03-01,2024-04-29,0,0
42,10.0,1,9.0,0,synthetic-00395,2022-01-31,2022-03-02,2024-04-29,0,0
3,12.0,1,9.0,1,synthetic-00396,2022-02-01,2022-03-03,2024-04-29,0,0
10,,1,29.0,1,synthetic-00397,2022-02-02,2022-03-04,2024-04-29,0,0
14,16.0,0,29.0,0,synthetic-00398,2022-02-03,2022-03-05,2024-04-29,0,0
15,17.0,0,9.0,0,synthetic-00399,2022-02-04,2022-03-06,2024-04-29,0,0
48,11.0,0,9.0,1,synthetic-00400,2022-02-05,2022-03-07,2024-04-29,0,0
38,16.0,0,19.0,0,synthetic-00401,2022-02-06,2022-03-08,2024-04-29,0,0
16,16.0,1,9.0,1,synthetic-00402,2022-02-07,2022-03-09,2024-04-29,0,0
47,18.0,1,29.0,1,synthetic-00403,2022-02-08,2022-03-10,2024-04-29,0,0
24,16.0,1,29.0,1,synthetic-00404,2022-02-09,2022-03-11,2024-04-29,1,1
25,8.0,1,9.0,1,synthetic-00405,2022-02-10,2022-03-12,2024-04-29,0,0
21,13.0,2,9.0,1,synthetic-00406,2022-02-11,2022-03-13,2024-04-29,0,0
7,14.0,0,9.0,1,synthetic-00407,2022-02-12,2022-03-14,2024-04-29,0,0
45,10.0,3,19.0,0,synthetic-00408,2022-02-13,2022-03-15,2024-04-29,0,0
1,15.0,1,29.0,1,synthetic-00409,2022-02-14,2022-03-16,2024-04-29,0,0
9,11.0,3,19.0,0,synthetic-00410,2022-02-15,2022-03-17,2024-04-29,1,1
12,7.0,1,9.0,1,synthetic-00411,2022-02-16,2022-03-18,2024-04-29,1,1
14,18.0,2,9.0,1,synthetic-00412,2022-02-17,2022-03-19,2024-04-29,0,0
7,16.0,1,9.0,0,synthetic-00413,2022-02-18,2022-03-20,2024-04-29,1,1
1,11.0,1,9.0,0,synthetic-00414,2022-02-19,2022-03-21,2024-04-29,0,0
33,11.0,1,19.0,1,synthetic-00415,2022-02-20,2022-03-22,2024-04-29,0,0
47,15.0,0,19.0,0,synthetic-00416,2022-02-21,2022-03-23,2024-04-29,0,0
6,13.0,0,9.0,1,synthetic-00417,2022-02-22,2022-03-24,2024-04-29,0,0
15,11.0,0,9.0,1,synthetic-00418,2022-02-23,2022-03-25,2024-04-29,0,0
25,20.0,0,29.0,1,synthetic-00419,2022-02-24,2022-03-26,2024-04-29,0,0
45,16.0,2,29.0,1,synthetic-00420,2022-02-25,2022-03-27,2024-04-29,0,0
34,18.0,3,19.0,1,synthetic-00421,2022-02-26,2022-03-28,2024-04-29,0,0
37,13.0,1,19.0,1,synthetic-00422,2022-02-27,2022-03-29,2024-04-29,0,0
28,10.0,3,19.0,0,synthetic-00423,2022-02-28,2022-03-30,2024-04-29,1,1
21,15.0,2,19.0,0,synthetic-00424,2022-03-01,2022-03-31,2024-04-29,0,0
10,16.0,1,9.0,0,synthetic-00425,2022-03-02,2022-04-01,2024-04-29,1,1
42,13.0,1,19.0,0,synthetic-00426,2022-03-03,2022-04-02,2024-04-29,0,0
39,14.0,3,29.0,1,synthetic-00427,2022-03-04,2022-04-03,2024-04-29,0,0
2,11.0,1,19.0,1,synthetic-00428,2022-03-05,2022-04-04,2024-04-29,0,0
35,11.0,1,29.0,0,synthetic-00429,2022-03-06,2022-04-05,2024-04-29,0,0
5,9.0,1,19.0,1,synthetic-00430,2022-03-07,2022-04-06,2024-04-29,1,1
36,,2,9.0,1,synthetic-00431,2022-03-08,2022-04-07,2024-04-29,0,0
40,14.0,3,19.0,1,synthetic-00432,2022-03-09,2022-04-08,2024-04-29,0,0
7,14.0,1,29.0,1,synthetic-00433,2022-03-10,2022-04-09,2024-04-29,0,0
21,14.0,1,19.0,1,synthetic-00434,2022-03-11,2022-04-10,2024-04-29,0,0
6,15.0,1,19.0,1,synthetic-00435,2022-03-12,2022-04-11,2024-04-29,1,1
28,11.0,0,9.0,1,synthetic-00436,2022-03-13,2022-04-12,2024-04-29,1,1
45,9.0,1,29.0,1,synthetic-00437,2022-03-14,2022-04-13,2024-04-29,0,0
4,10.0,1,19.0,0,synthetic-00438,2022-03-15,2022-04-14,2024-04-29,0,0
20,10.0,0,9.0,1,synthetic-00439,2022-03-16,2022-04-15,2024-04-29,0,0
47,11.0,1,19.0,0,synthetic-00440,2022-03-17,2022-04-16,2024-04-29,0,0
15,17.0,2,9.0,0,synthetic-00441,2022-03-18,2022-04-17,2024-04-29,0,0
7,16.0,0,29.0,1,synthetic-00442,2022-03-19,2022-04-18,2024-04-29,0,0
24,9.0,3,29.0,0,synthetic-00443,2022-03-20,2022-04-19,2024-04-29,1,1
25,19.0,0,9.0,1,synthetic-00444,2022-03-21,2022-04-20,2024-04-29,0,0
32,14.0,1,29.0,1,synthetic-00445,2022-03-22,2022-04-21,2024-04-29,0,0
16,13.0,0,9.0,1,synthetic-00446,2022-03-23,2022-04-22,2024-04-29,1,1
46,14.0,1,19.0,0,synthetic-00447,2022-03-24,2022-04-23,2024-04-29,1,1
26,8.0,0,19.0,0,synthetic-00448,2022-03-25,2022-04-24,2024-04-29,0,0
14,15.0,0,9.0,1,synthetic-00449,2022-03-26,2022-04-25,2024-04-29,0,0
47,6.0,2,29.0,1,synthetic-00450,2022-03-27,2022-04-26,2024-04-29,0,0
45,12.0,0,29.0,1,synthetic-00451,2022-03-28,2022-04-27,2024-04-29,0,0
24,10.0,0,19.0,0,synthetic-00452,2022-03-29,2022-04-28,2024-04-29,0,0
2,16.0,1,9.0,1,synthetic-00453,2022-03-30,2022-04-29,2024-04-29,1,1
29,17.0,2,29.0,1,synthetic-00454,2022-03-31,2022-04-30,2024-04-29,0,0
27,16.0,2,19.0,0,synthetic-00455,2022-04-01,2022-05-01,2024-04-29,0,0
8,-1.0,2,29.0,1,synthetic-00456,2022-04-02,2022-05-02,2024-04-29,1,1
31,19.0,2,19.0,1,synthetic-00457,2022-04-03,2022-05-03,2024-04-29,0,0
41,13.0,0,9.0,1,synthetic-00458,2022-04-04,2022-05-04,2024-04-29,0,0
6,16.0,2,9.0,1,synthetic-00459,2022-04-05,2022-05-05,2024-04-29,0,0
35,13.0,2,9.0,1,synthetic-00460,2022-04-06,2022-05-06,2024-04-29,0,0
7,19.0,0,9.0,1,synthetic-00461,2022-04-07,2022-05-07,2024-04-29,0,0
36,12.0,1,9.0,1,synthetic-00462,2022-04-08,2022-05-08,2024-04-29,0,0
21,,0,9.0,0,synthetic-00463,2022-04-09,2022-05-09,2024-04-29,0,0
1,9.0,1,29.0,1,synthetic-00464,2022-04-10,2022-05-10,2024-04-29,0,0
47,11.0,1,29.0,0,synthetic-00465,2022-04-11,2022-05-11,2024-04-29,0,0
8,12.0,3,9.0,1,synthetic-00466,2022-04-12,2022-05-12,2024-04-29,1,1
29,10.0,2,9.0,0,synthetic-00467,2022-04-13,2022-05-13,2024-04-29,1,1
9,13.0,1,29.0,1,synthetic-00468,2022-04-14,2022-05-14,2024-04-29,0,0
45,10.0,2,19.0,0,synthetic-00469,2022-04-15,2022-05-15,2024-04-29,0,0
36,10.0,1,19.0,1,synthetic-00470,2022-04-16,2022-05-16,2024-04-29,0,0
39,14.0,1,29.0,1,synthetic-00471,2022-04-17,2022-05-17,2024-04-29,0,0
21,,0,19.0,1,synthetic-00472,2022-04-18,2022-05-18,2024-04-29,0,0
23,13.0,3,29.0,1,synthetic-00473,2022-04-19,2022-05-19,2024-04-29,1,1
31,11.0,0,19.0,0,synthetic-00474,2022-04-20,2022-05-20,2024-04-29,0,0
38,18.0,0,19.0,0,synthetic-00475,2022-04-21,2022-05-21,2024-04-29,0,0
41,10.0,3,9.0,0,synthetic-00476,2022-04-22,2022-05-22,2024-04-29,0,0
1,13.0,1,19.0,1,synthetic-00477,2022-04-23,2022-05-23,2024-04-29,0,0
32,13.0,2,29.0,0,synthetic-00478,2022-04-24,2022-05-24,2024-04-29,1,1
6,12.0,2,19.0,0,synthetic-00479,2022-04-25,2022-05-25,2024-04-29,0,0
14,11.0,0,9.0,1,synthetic-00480,2022-04-26,2022-05-26,2024-04-29,0,0
40,8.0,0,19.0,1,synthetic-00481,2022-04-27,2022-05-27,2024-04-29,0,0
13,17.0,1,29.0,0,synthetic-00482,2022-04-28,2022-05-28,2024-04-29,0,0
39,10.0,2,29.0,1,synthetic-00483,2022-04-29,2022-05-29,2024-04-29,0,0
23,13.0,2,19.0,1,synthetic-00484,2022-04-30,2022-05-30,2024-04-29,0,0
12,11.0,1,29.0,0,synthetic-00485,2022-05-01,2022-05-31,2024-04-29,0,0
17,14.0,3,9.0,1,synthetic-00486,2022-05-02,2022-06-01,2024-04-29,0,0
26,6.0,1,19.0,1,synthetic-00487,2022-05-03,2022-06-02,2024-04-29,0,0
37,14.0,1,19.0,1,synthetic-00488,2022-05-04,2022-06-03,2024-04-29,0,0
30,17.0,1,9.0,0,synthetic-00489,2022-05-05,2022-06-04,2024-04-29,0,0
45,14.0,0,29.0,0,synthetic-00490,2022-05-06,2022-06-05,2024-04-29,0,0
42,12.0,0,29.0,0,synthetic-00491,2022-05-07,2022-06-06,2024-04-29,0,0
37,18.0,0,9.0,1,synthetic-00492,2022-05-08,2022-06-07,2024-04-29,0,0
29,8.0,2,9.0,1,synthetic-00493,2022-05-09,2022-06-08,2024-04-29,0,0
14,14.0,1,29.0,1,synthetic-00494,2022-05-10,2022-06-09,2024-04-29,0,0
20,13.0,1,29.0,1,synthetic-00495,2022-05-11,2022-06-10,2024-04-29,0,0
6,12.0,1,29.0,1,synthetic-00496,2022-05-12,2022-06-11,2024-04-29,1,1
18,9.0,1,9.0,0,synthetic-00497,2022-05-13,2022-06-12,2024-04-29,1,1
45,11.0,2,29.0,0,synthetic-00498,2022-05-14,2022-06-13,2024-04-29,0,0
21,14.0,0,29.0,1,synthetic-00499,2022-05-15,2022-06-14,2024-04-29,0,0
6,15.0,3,29.0,0,synthetic-00500,2022-05-16,2022-06-15,2024-04-29,1,1
32,12.0,1,29.0,0,synthetic-00501,2022-05-17,2022-06-16,2024-04-29,0,0
47,,1,29.0,1,synthetic-00502,2022-05-18,2022-06-17,2024-04-29,0,0
42,9.0,2,19.0,1,synthetic-00503,2022-05-19,2022-06-18,2024-04-29,0,0
14,12.0,1,9.0,1,synthetic-00504,2022-05-20,2022-06-19,2024-04-29,0,0
22,21.0,2,9.0,1,synthetic-00505,2022-05-21,2022-06-20,2024-04-29,0,0
26,13.0,0,29.0,1,synthetic-00506,2022-05-22,2022-06-21,2024-04-29,0,0
12,17.0,2,29.0,1,synthetic-00507,2022-05-23,2022-06-22,2024-04-29,0,0
13,14.0,1,9.0,1,synthetic-00508,2022-05-24,2022-06-23,2024-04-29,0,0
12,13.0,1,19.0,1,synthetic-00509,2022-05-25,2022-06-24,2024-04-29,1,1
48,15.0,1,9.0,0,synthetic-00510,2022-05-26,2022-06-25,2024-04-29,1,1
36,,2,9.0,0,synthetic-00511,2022-05-27,2022-06-26,2024-04-29,0,0
41,15.0,2,19.0,1,synthetic-00512,2022-05-28,2022-06-27,2024-04-29,0,0
40,9.0,3,19.0,1,synthetic-00513,2022-05-29,2022-06-28,2024-04-29,0,0
47,15.0,1,19.0,1,synthetic-00514,2022-05-30,2022-06-29,2024-04-29,0,0
6,17.0,0,19.0,1,synthetic-00515,2022-05-31,2022-06-30,2024-04-29,0,0
43,17.0,2,19.0,1,synthetic-00516,2022-06-01,2022-07-01,2024-04-29,0,0
4,10.0,3,29.0,1,synthetic-00517,2022-06-02,2022-07-02,2024-04-29,1,1
23,,1,9.0,1,synthetic-00518,2022-06-03,2022-07-03,2024-04-29,1,1
29,11.0,4,9.0,0,synthetic-00519,2022-06-04,2022-07-04,2024-04-29,1,1
18,12.0,1,19.0,1,synthetic-00520,2022-06-05,2022-07-05,2024-04-29,0,0
8,10.0,0,19.0,0,synthetic-00521,2022-06-06,2022-07-06,2024-04-29,0,0
10,17.0,1,29.0,1,synthetic-00522,2022-06-07,2022-07-07,2024-04-29,0,0
40,17.0,2,29.0,1,synthetic-00523,2022-06-08,2022-07-08,2024-04-29,0,0
16,21.0,3,19.0,0,synthetic-00524,2022-06-09,2022-07-09,2024-04-29,0,0
15,8.0,1,9.0,1,synthetic-00525,2022-06-10,2022-07-10,2024-04-29,0,0
45,13.0,1,9.0,1,synthetic-00526,2022-06-11,2022-07-11,2024-04-29,0,0
7,8.0,1,19.0,0,synthetic-00527,2022-06-12,2022-07-12,2024-04-29,0,0
44,5.0,0,19.0,1,synthetic-00528,2022-06-13,2022-07-13,2024-04-29,0,0
45,8.0,2,19.0,1,synthetic-00529,2022-06-14,2022-07-14,2024-04-29,0,0
29,12.0,3,9.0,1,synthetic-00530,2022-06-15,2022-07-15,2024-04-29,0,0
8,10.0,1,29.0,1,synthetic-00531,2022-06-16,2022-07-16,2024-04-29,1,1
8,14.0,1,19.0,1,synthetic-00532,2022-06-17,2022-07-17,2024-04-29,0,0
14,14.0,1,19.0,1,synthetic-00533,2022-06-18,2022-07-18,2024-04-29,0,0
28,12.0,1,9.0,0,synthetic-00534,2022-06-19,2022-07-19,2024-04-29,0,0
8,16.0,3,29.0,0,synthetic-00535,2022-06-20,2022-07-20,2024-04-29,0,0
22,13.0,3,19.0,1,synthetic-00536,2022-06-21,2022-07-21,2024-04-29,1,1
6,11.0,0,9.0,1,synthetic-00537,2022-06-22,2022-07-22,2024-04-29,0,0
26,20.0,1,9.0,0,synthetic-00538,2022-06-23,2022-07-23,2024-04-29,0,0
2,,1,19.0,0,synthetic-00539,2022-06-24,2022-07-24,2024-04-29,0,0
35,10.0,0,9.0,1,synthetic-00540,2022-06-25,2022-07-25,2024-04-29,0,0
3,27.0,1,29.0,1,synthetic-00541,2022-06-26,2022-07-26,2024-04-29,0,0
10,12.0,1,29.0,0,synthetic-00542,2022-06-27,2022-07-27,2024-04-29,0,0
9,8.0,0,29.0,0,synthetic-00543,2022-06-28,2022-07-28,2024-04-29,0,0
40,12.0,0,19.0,0,synthetic-00544,2022-06-29,2022-07-29,2024-04-29,0,0
3,11.0,1,19.0,1,synthetic-00545,2022-06-30,2022-07-30,2024-04-29,0,0
21,8.0,0,19.0,1,synthetic-00546,2022-07-01,2022-07-31,2024-04-29,0,0
29,20.0,0,19.0,1,synthetic-00547,2022-07-02,2022-08-01,2024-04-29,0,0
25,13.0,1,19.0,1,synthetic-00548,2022-07-03,2022-08-02,2024-04-29,0,0
33,12.0,0,19.0,0,synthetic-00549,2022-07-04,2022-08-03,2024-04-29,0,0
39,10.0,2,29.0,1,synthetic-00550,2022-07-05,2022-08-04,2024-04-29,1,1
19,17.0,2,9.0,1,synthetic-00551,2022-07-06,2022-08-05,2024-04-29,1,1
40,10.0,1,9.0,0,synthetic-00552,2022-07-07,2022-08-06,2024-04-29,0,0
16,11.0,0,29.0,0,synthetic-00553,2022-07-08,2022-08-07,2024-04-29,0,0
48,25.0,3,29.0,0,synthetic-00554,2022-07-09,2022-08-08,2024-04-29,0,0
25,10.0,1,29.0,0,synthetic-00555,2022-07-10,2022-08-09,2024-04-29,1,1
36,11.0,1,19.0,1,synthetic-00556,2022-07-11,2022-08-10,2024-04-29,0,0
43,,1,19.0,1,synthetic-00557,2022-07-12,2022-08-11,2024-04-29,0,0
39,14.0,1,9.0,1,synthetic-00558,2022-07-13,2022-08-12,2024-04-29,0,0
41,11.0,0,9.0,0,synthetic-00559,2022-07-14,2022-08-13,2024-04-29,0,0
26,15.0,2,29.0,0,synthetic-00560,2022-07-15,2022-08-14,2024-04-29,0,0
3,11.0,1,19.0,1,synthetic-00561,2022-07-16,2022-08-15,2024-04-29,1,1
24,13.0,0,19.0,1,synthetic-00562,2022-07-17,2022-08-16,2024-04-29,0,0
9,18.0,1,9.0,1,synthetic-00563,2022-07-18,2022-08-17,2024-04-29,0,0
43,8.0,1,19.0,1,synthetic-00564,2022-07-19,2022-08-18,2024-04-29,0,0
12,15.0,2,29.0,0,synthetic-00565,2022-07-20,2022-08-19,2024-04-29,0,0
11,14.0,0,19.0,1,synthetic-00566,2022-07-21,2022-08-20,2024-04-29,1,1
12,11.0,2,19.0,0,synthetic-00567,2022-07-22,2022-08-21,2024-04-29,0,0
31,13.0,2,29.0,1,synthetic-00568,2022-07-23,2022-08-22,2024-04-29,0,0
28,9.0,1,9.0,1,synthetic-00569,2022-07-24,2022-08-23,2024-04-29,0,0
46,10.0,1,9.0,1,synthetic-00570,2022-07-25,2022-08-24,2024-04-29,0,0
20,7.0,1,19.0,0,synthetic-00571,2022-07-26,2022-08-25,2024-04-29,1,1
14,10.0,2,19.0,1,synthetic-00572,2022-07-27,2022-08-26,2024-04-29,0,0
3,10.0,4,29.0,1,synthetic-00573,2022-07-28,2022-08-27,2024-04-29,0,0
1,11.0,1,9.0,1,synthetic-00574,2022-07-29,2022-08-28,2024-04-29,1,1
18,11.0,1,9.0,0,synthetic-00575,2022-07-30,2022-08-29,2024-04-29,1,1
45,7.0,0,19.0,0,synthetic-00576,2022-07-31,2022-08-30,2024-04-29,0,0
26,9.0,0,19.0,0,synthetic-00577,2022-08-01,2022-08-31,2024-04-29,0,0
43,13.0,1,29.0,1,synthetic-00578,2022-08-02,2022-09-01,2024-04-29,0,0
5,10.0,2,19.0,0,synthetic-00579,2022-08-03,2022-09-02,2024-04-29,0,0
5,18.0,1,19.0,1,synthetic-00580,2022-08-04,2022-09-03,2024-04-29,0,0
41,16.0,2,9.0,0,synthetic-00581,2022-08-05,2022-09-04,2024-04-29,0,0
6,14.0,0,19.0,1,synthetic-00582,2022-08-06,2022-09-05,2024-04-29,0,0
3,7.0,1,19.0,1,synthetic-00583,2022-08-07,2022-09-06,2024-04-29,0,0
20,12.0,0,19.0,0,synthetic-00584,2022-08-08,2022-09-07,2024-04-29,0,0
45,12.0,1,19.0,0,synthetic-00585,2022-08-09,2022-09-08,2024-04-29,0,0
34,,1,19.0,1,synthetic-00586,2022-08-10,2022-09-09,2024-04-29,0,0
5,17.0,1,9.0,1,synthetic-00587,2022-08-11,2022-09-10,2024-04-29,0,0
41,18.0,1,9.0,0,synthetic-00588,2022-08-12,2022-09-11,2024-04-29,0,0
41,11.0,0,9.0,0,synthetic-00589,2022-08-13,2022-09-12,2024-04-29,0,0
39,12.0,1,19.0,0,synthetic-00590,2022-08-14,2022-09-13,2024-04-29,0,0
44,12.0,2,29.0,1,synthetic-00591,2022-08-15,2022-09-14,2024-04-29,0,0
